judul,author,image,amazon_url
Under the Volcano ,Malcolm Lowry,https://images-na.ssl-images-amazon.com/images/I/51evtEktP1L._SL160_.jpg,https://www.amazon.com/Under-Volcano-Novel-Malcolm-Lowry/dp/0061120154?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0061120154
The Waste Land,T. S. Eliot,https://images-na.ssl-images-amazon.com/images/I/51ijXq9JJwL._SL160_.jpg,https://www.amazon.com/Waste-First-Norton-Critical-Editions/dp/0393974995?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0393974995
A Farewell to Arms,Ernest Hemingway,https://images-na.ssl-images-amazon.com/images/I/41Bfcn8UKwL._SL160_.jpg,https://www.amazon.com/Farewell-Arms-Ernest-Hemingway/dp/1986158675?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1986158675
Journey to the End of The Night,Louis-Ferdinand Céline,https://images-na.ssl-images-amazon.com/images/I/41zZqgi4Y2L._SL160_.jpg,https://www.amazon.com/Journey-End-Night-Louis-Ferdinand-C%C3%A9line/dp/0811216543?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0811216543
The Castle,Franz Kafka,https://images-na.ssl-images-amazon.com/images/I/41Lwv6uYiHL._SL160_.jpg,https://www.amazon.com/Castle-Franz-Kafka/dp/0805211063?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0805211063
A Sentimental Education,Gustave Flaubert,https://images-na.ssl-images-amazon.com/images/I/51Gj6ec7DmL._SL160_.jpg,https://www.amazon.com/Sentimental-Education-Penguin-Classics-Flaubert/dp/0140447970?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140447970
The Scarlet Letter,Nathaniel Hawthorne,https://images-na.ssl-images-amazon.com/images/I/51tQrk2XsSL._SL160_.jpg,https://www.amazon.com/Scarlet-Letter-Dover-Thrift-Editions/dp/0486280489?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486280489
Slaughterhouse-Five ,Kurt Vonnegut,https://images-na.ssl-images-amazon.com/images/I/41-D%2Bw0DPxL._SL160_.jpg,http://www.amazon.com/Slaughterhouse-Five-Kurt-Vonnegut/dp/0440180295%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0440180295
The Handmaid's Tale,Margaret Atwood,https://images-na.ssl-images-amazon.com/images/I/41lwN-FixjL._SL160_.jpg,https://www.amazon.com/Testaments-Margaret-Atwood/dp/0385543786?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0385543786
Charlotte's Web,E. B. White,https://images-na.ssl-images-amazon.com/images/I/51MaOk-K7gL._SL160_.jpg,https://www.amazon.com/Charlottes-Web-B-White/dp/0061124958?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0061124958
Native Son ,Richard Wright,https://images-na.ssl-images-amazon.com/images/I/511MzK2DFeL._SL160_.jpg,https://www.amazon.com/Native-Perennial-Classics-Richard-Wright/dp/006083756X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=006083756X
Paradise Lost,John Milton,https://images-na.ssl-images-amazon.com/images/I/51C3yUUM9lL._SL160_.jpg,https://www.amazon.com/Paradise-Lost-Oxford-Worlds-Classics/dp/0199535744?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0199535744
Gargantua and Pantagruel,Francois Rabelais,https://images-na.ssl-images-amazon.com/images/I/51MzBzdOgyL._SL160_.jpg,https://www.amazon.com/Gargantua-Pantagruel-Classics-Francois-Rabelais/dp/0140445501?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140445501
Faust,Johann Wolfgang von Goethe,http://ecx.images-amazon.com/images/I/41iEJahbPwL._SL160_.jpg,http://www.amazon.com/Faust-Part-Oxford-Worlds-Classics/dp/019953621X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D019953621X
Rebecca,Daphne du Maurier,https://images-na.ssl-images-amazon.com/images/I/518AjFrjsyL._SL160_.jpg,https://www.amazon.com/Rebecca-Daphne-Du-Maurier/dp/0380730405?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0380730405
The Possessed,Fyodor Dostoyevsky,https://images-na.ssl-images-amazon.com/images/I/51necgzxDBL._SL160_.jpg,https://www.amazon.com/Possessed-Barnes-Noble-Classics/dp/1593082509?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1593082509
The Flowers of Evil,Charles Baudelaire,http://ecx.images-amazon.com/images/I/51PgJk4XhmL._SL160_.jpg,http://www.amazon.com/Les-Fleurs-English-French-Edition/dp/0879234628%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0879234628
Antigone,Sophocles,https://images-na.ssl-images-amazon.com/images/I/51X8diRfeeL._SL160_.jpg,https://www.amazon.com/Antigone-Sophocles/dp/1580493882?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1580493882
Tess of the d'Urbervilles,Thomas Hardy,https://images-na.ssl-images-amazon.com/images/I/51vmTPMlLHL._SL160_.jpg,https://www.amazon.com/Tess-DUrbervilles-Dover-Thrift-Editions/dp/0486415899?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486415899
Robinson Crusoe,Daniel Defoe,http://ecx.images-amazon.com/images/I/51sItHl3apL._SL160_.jpg,http://www.amazon.com/Robinson-Crusoe-Dover-Thrift-Editions/dp/0486404277%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0486404277
Their Eyes Were Watching God ,Zora Neale Hurston,https://images-na.ssl-images-amazon.com/images/I/51B22z%2B84KL._SL160_.jpg,https://www.amazon.com/Their-Eyes-Were-Watching-God/dp/0061120065?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0061120065
Tom Jones,Henry Fielding,https://images-na.ssl-images-amazon.com/images/I/51-h9ana0tL._SL160_.jpg,https://www.amazon.com/Tom-Jones-Oxford-Worlds-Classics/dp/0199536996?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0199536996
A Clockwork Orange,Anthony Burgess,https://images-na.ssl-images-amazon.com/images/I/41Y5oe4rmlL._SL160_.jpg,https://www.amazon.com/Clockwork-Orange-Anthony-Burgess/dp/0393312836?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0393312836
The Master and Margarita,Mikhail Bulgakov,https://images-na.ssl-images-amazon.com/images/I/51VjV1cS1oL._SL160_.jpg,https://www.amazon.com/Master-Margarita-Mikhail-Bulgakov/dp/0802130119?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0802130119
Orlando: A Biography,Virginia Woolf,https://images-na.ssl-images-amazon.com/images/I/51%2BITrYqj5L._SL160_.jpg,https://www.amazon.com/Orlando-Biography-Virginia-Woolf/dp/015670160X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=015670160X
Father Goriot,Honoré de Balzac,http://ecx.images-amazon.com/images/I/61Fa3WmACsL._SL160_.jpg,http://www.amazon.com/Father-Goriot-Honore-Balzac/dp/0554309521%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0554309521
The Tin Drum,Günter Grass,https://images-na.ssl-images-amazon.com/images/I/51EgqoXPw-L._SL160_.jpg,https://www.amazon.com/Tin-Drum-G%C3%BCnter-Grass/dp/0547339100?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0547339100
Sons and Lovers,D. H. Lawrence,https://images-na.ssl-images-amazon.com/images/I/51G2uULWcHL._SL160_.jpg,https://www.amazon.com/Sons-Lovers-Penguin-Classics-Lawrence/dp/0141441445?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0141441445
The Little Prince,Antoine de Saint-Exupéry,http://ecx.images-amazon.com/images/I/51Z8J4CEEAL._SL160_.jpg,http://www.amazon.com/The-Little-Prince-Antoine-Saint-Exupery/dp/0786275391%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0786275391
Fathers and Sons,Ivan Turgenev,https://images-na.ssl-images-amazon.com/images/I/51wbxwO79mL._SL160_.jpg,https://www.amazon.com/Fathers-Sons-Ivan-Turgenev/dp/1985718774?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1985718774
Oresteia,Aeschylus,https://images-na.ssl-images-amazon.com/images/I/51C7XYdMalL._SL160_.jpg,https://www.amazon.com/Oresteia-Agamemnon-Libation-Bearers-Eumenides/dp/0140443339?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140443339
Wide Sargasso Sea,Jean Rhys,http://ecx.images-amazon.com/images/I/517GT9auSoL._SL160_.jpg,http://www.amazon.com/Wide-Sargasso-Sea-A-Novel/dp/0393308804%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0393308804
Bleak House,Charles Dickens,https://images-na.ssl-images-amazon.com/images/I/41CvzYGwIHL._SL160_.jpg,https://www.amazon.com/Bleak-Wordsworth-Classics-Charles-Dickens/dp/1853260827?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1853260827
The Charterhouse of Parma,Stendhal,http://ecx.images-amazon.com/images/I/21PysO3QXGL._SL160_.jpg,http://www.amazon.com/Charterhouse-Barnes-Library-Essential-Reading/dp/0760777659%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0760777659
Howards End,E. M. Forster,https://images-na.ssl-images-amazon.com/images/I/51mTQaGpYQL._SL160_.jpg,https://www.amazon.com/Howards-End-Penguin-Twentieth-Century-Classics/dp/014118213X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D014118213X
Little Women,Louisa May Alcott,https://images-na.ssl-images-amazon.com/images/I/518jnRlx90L._SL160_.jpg,https://www.amazon.com/Little-Women-150th-Anniversary-Illustrations/dp/1950435091?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1950435091
Fairy Tales and Stories,Hans Christian Anderson,http://ecx.images-amazon.com/images/I/41lpb-bC72L._SL160_.jpg,https://www.amazon.com/Princess-Pea-Little-Golden-Book/dp/0307979512?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0307979512
The Complete Stories of Flannery O'Connor,Flannery O'Connor,http://ecx.images-amazon.com/images/I/51d%2BLr25cpL._SL160_.jpg,http://www.amazon.com/The-Complete-Stories-Flannery-OConnor/dp/0374515360%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0374515360
"Rabbit, Run ",John Updike,https://images-na.ssl-images-amazon.com/images/I/51dfJ7pwjDL._SL160_.jpg,https://www.amazon.com/Rabbit-Run-John-Updike/dp/0449911659?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0449911659
Lord Jim,Joseph Conrad,https://images-na.ssl-images-amazon.com/images/I/51TPh9inFJL._SL160_.jpg,https://www.amazon.com/Lord-Jim-Joseph-Conrad/dp/142095895X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=142095895X
A Confederacy of Dunces,John Kennedy Toole,http://ecx.images-amazon.com/images/I/51FT3XdGRVL._SL160_.jpg,http://www.amazon.com/Confederacy-Dunces-John-Kennedy-Toole/dp/0807126063%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0807126063
Atonement,Ian McEwan,https://images-na.ssl-images-amazon.com/images/I/51kLxb9boXL._SL160_.jpg,https://www.amazon.com/Atonement-Novel-Ian-McEwan/dp/038572179X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=038572179X
Cousin Bette,Honoré de Balzac,https://images-na.ssl-images-amazon.com/images/I/51z7WK6zTEL._SL160_.jpg,https://www.amazon.com/Cousin-Bette-Modern-Library-Classics/dp/0375759077?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375759077
Waiting for Godot,Samuel Beckett,https://images-na.ssl-images-amazon.com/images/I/410gnFMui1L._SL160_.jpg,https://www.amazon.com/Waiting-Godot-Tragicomedy-Two-Acts/dp/080214442X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=080214442X
White Teeth ,Zadie Smith,https://images-na.ssl-images-amazon.com/images/I/419uSIPte-L._SL160_.jpg,https://www.amazon.com/White-Teeth-Novel-Zadie-Smith/dp/0375703861?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375703861
The Tale of Genji,Murasaki Shikibu,https://images-na.ssl-images-amazon.com/images/I/51q7dhca%2BIL._SL160_.jpg,https://www.amazon.com/Tale-Genji-Penguin-Classics-Deluxe/dp/014243714X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=014243714X
The Golden Notebook,Doris Lessing,http://ecx.images-amazon.com/images/I/41hI6SDdnyL._SL160_.jpg,http://www.amazon.com/The-Golden-Notebook-Perennial-Classics/dp/006093140X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D006093140X
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,https://images-na.ssl-images-amazon.com/images/I/516ewsQg54L._SL160_.jpg,https://www.amazon.com/Fear-Loathing-Las-Vegas-American/dp/0679785892?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679785892
Treasure Island,Robert Louis Stevenson,http://ecx.images-amazon.com/images/I/51GmdtmqxfL._SL160_.jpg,http://www.amazon.com/Treasure-Island-Robert-Louis-Stevenson/dp/1612930875%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1612930875
All the King's Men,Robert Penn Warren,https://images-na.ssl-images-amazon.com/images/I/51IAko3k6FL._SL160_.jpg,https://www.amazon.com/All-Kings-Robert-Penn-Warren/dp/0156012952?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0156012952
Doctor Faustus,Thomas Mann,http://ecx.images-amazon.com/images/I/51d7tpDK3RL._SL160_.jpg,http://www.amazon.com/Doctor-Faustus-German-Composer-Leverkuhn/dp/0375701168%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0375701168
The Count of Monte Cristo,Alexandre Dumas,https://images-na.ssl-images-amazon.com/images/I/517g-hK4xLL._SL160_.jpg,https://www.amazon.com/Count-Monte-Cristo-Bantam-Classics/dp/0553213504?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0553213504
Decameron,Giovanni Boccaccio,https://images-na.ssl-images-amazon.com/images/I/51EqIi%2Bd0cL._SL160_.jpg,https://www.amazon.com/Decameron-Penguin-Classics-Giovanni-Boccaccio/dp/0140449302?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140449302
Stories of Ernest Hemingway,Ernest Hemingway,https://images-na.ssl-images-amazon.com/images/I/51pN9hRxIoL._SL160_.jpg,https://www.amazon.com/Complete-Short-Stories-Ernest-Hemingway/dp/0684843323?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0684843323
Poems of Emily Dickinson,Emily Dickinson,http://ecx.images-amazon.com/images/I/416YXYY1KGL._SL160_.jpg,http://www.amazon.com/The-Poems-Emily-Dickinson-Reading/dp/0674018249%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0674018249
Nostromo,Joseph Conrad,http://ecx.images-amazon.com/images/I/51vA4sK-yTL._SL160_.jpg,http://www.amazon.com/Nostromo-Thrift-Editions-Joseph-Conrad/dp/0486424529%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0486424529
The Big Sleep,Raymond Chandler,https://images-na.ssl-images-amazon.com/images/I/41KAQ5OZoGL._SL160_.jpg,https://www.amazon.com/Big-Sleep-Philip-Marlowe-Novel/dp/0394758285?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0394758285
Dangerous Liaison,Pierre Choderlos de Laclos,https://images-na.ssl-images-amazon.com/images/I/51JWBH7P8nL._SL160_.jpg,https://www.amazon.com/Dangerous-Liaisons-Penguin-Classics-Choderlos/dp/0140449574?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140449574
All Quiet on the Western Front,Erich Maria Remarque,http://ecx.images-amazon.com/images/I/41VsX0TvBeL._SL160_.jpg,https://www.amazon.com/All-Quiet-Western-Front-Novel/dp/0449213943?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0449213943
Buddenbrooks,Thomas Mann,https://images-na.ssl-images-amazon.com/images/I/51mf70Pjz8L._SL160_.jpg,https://www.amazon.com/Buddenbrooks-Decline-Family-Thomas-Mann/dp/0679752609?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679752609
My Antonia,Willa Cather,https://images-na.ssl-images-amazon.com/images/I/51O1MjvpZKL._SL160_.jpg,https://www.amazon.com/My-%C3%81ntonia-Dover-Thrift-Editions/dp/0486282406?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486282406
Blood Meridian,Cormac McCarthy,https://images-na.ssl-images-amazon.com/images/I/5187LPGYDQL._SL160_.jpg,https://www.amazon.com/Blood-Meridian-Evening-Redness-West/dp/0679728759?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679728759
The Corrections,Jonathan Franzen,https://images-na.ssl-images-amazon.com/images/I/3122ATS8PkL._SL160_.jpg,https://www.amazon.com/Corrections-Novel-Jonathan-Franzen/dp/0312421273?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0312421273
The Call of the Wild,Jack London,https://images-na.ssl-images-amazon.com/images/I/51biMTWCm2L._SL160_.jpg,https://www.amazon.com/Call-Wild-Jack-London/dp/0486264726?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0486264726
Tender Is the Night,F. Scott Fitzgerald,https://images-na.ssl-images-amazon.com/images/I/51ETe3O43tL._SL160_.jpg,https://www.amazon.com/Tender-Night-Cover-May-Vary/dp/068480154X?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=068480154X
The Wind in the Willows,Kenneth Grahame,https://images-na.ssl-images-amazon.com/images/I/61-VTdsXKHL._SL160_.jpg,https://www.amazon.com/Wind-Willows-Sterling-Illustrated-Classics/dp/1402782837?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1402782837
A Prayer for Owen Meany ,John Irving,https://images-na.ssl-images-amazon.com/images/I/519bglyu4tL._SL160_.jpg,https://www.amazon.com/Prayer-Owen-Meany-Novel/dp/0062204092?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062204092
One Flew Over the Cuckoo's Nest ,Ken Kesey,http://ecx.images-amazon.com/images/I/51Aqr-V6aNL._SL160_.jpg,https://www.amazon.com/One-Flew-Over-Cuckoos-Nest/dp/0451163966?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0451163966
Rabbit Is Rich,John Updike,https://images-na.ssl-images-amazon.com/images/I/517HwtNKR2L._SL160_.jpg,http://www.amazon.com/Rabbit-Angstrom-Tetralogy-Everymans-Library/dp/0679444599%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0679444599
Metamorphoses,Ovid,https://images-na.ssl-images-amazon.com/images/I/51mgJOoPH%2BL._SL160_.jpg,https://www.amazon.com/Metamorphoses-Oxford-Worlds-Classics-Ovid/dp/0199537372?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0199537372
Collected Poems of W. B. Yeats,W. B. Yeats,http://ecx.images-amazon.com/images/I/414v7UblakL._SL160_.jpg,http://www.amazon.com/The-Collected-Poems-W-B-Yeats/dp/0684807319%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0684807319
The Brief Wondrous Life of Oscar Wao,Junot Diaz,https://images-na.ssl-images-amazon.com/images/I/51lPJDcI5UL._SL160_.jpg,https://www.amazon.com/Brief-Wondrous-Life-Oscar-Wao/dp/1594483299?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1594483299
